County,FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(Ü) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (á) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval,Bladder/Male
"Lamoille County, Vermont(6,10)",50015,***,46.3,31.8,65.4,7,stable,-7.2,-34.6,31.6,
"Carroll County, Ohio(6,10)",39019,***,46.2,32.8,63.7,8,stable,-9.3,-40.6,38.5,
"Worcester County, Massachusetts(6,10)",25027,***,46.2,43.2,49.4,184,stable,-6,-12.9,1.5,
"Sullivan County, New York(6,10)",36105,***,46.2,37.3,56.6,20,stable,4.4,-26.5,48.3,
"Lake County, Ohio(6,10)",39085,***,46.2,41.1,51.7,62,stable,-5.3,-19.7,11.7,
"Lincoln County, Oregon(6,10)",41041,***,46.1,36.8,57.7,18,stable,-1.1,-26.1,32.4,
"Bucks County, Pennsylvania(6,10)",42017,***,46.1,43,49.5,165,stable,-1.8,-10.1,7.3,
"Bullitt County, Kentucky(7,8)",21029,***,46.1,36.4,57.5,18,stable,0.4,-2.4,3.3,
"Ontario County, New York(6,10)",36069,***,46.1,38.7,54.5,29,stable,-10.2,-25.9,8.7,
"Warrick County, Indiana(6,10)",18173,***,46.1,36.2,57.9,16,stable,-0.8,-24.1,29.5,
"Clay County, Iowa(7,8)",19041,***,46.1,30,68.7,5,stable,0.8,-1.3,2.9,
"Schuylkill County, Pennsylvania(6,10)",42107,***,46,40,52.7,44,stable,1.5,-4.4,7.7,
"Marquette County, Wisconsin(6,10)",55077,***,46,30.1,69.1,5,stable,-4.9,-32.7,34.5,
"Garland County, Arkansas(6,10)",5051,***,46,39,54.1,32,stable,-7,-27.3,19.1,
"Wexford County, Michigan(6,10)",26165,***,45.9 #  ,33.1,62.3,9,stable,9.1,-30.1,70.5,
"Knox County, Kentucky(7,8)",21121,***,45.9,31.8,64.2,8,stable,2,-2.5,6.7,
"Gordon County, Georgia(7,8)",13129,***,45.9,34.2,60.2,11,stable,3.4,-1.6,8.5,
"Fairfield County, Connecticut(7,8)",9001,***,45.9,43.1,48.8,210,stable,0.3,-0.1,0.8,
"Kewaunee County, Wisconsin(6,10)",55061,***,45.9,30.7,66.5,6,stable,-26.3,-49.2,6.9,
"Jefferson County, New York(6,10)",36045,***,45.8,37.5,55.3,22,stable,6.1,-8.5,23.1,
"Charlevoix County, Michigan(6,10)",26029,***,45.8 #  ,33.1,62.7,9,stable,-6.6,-32.1,28.5,
"Pawnee County, Oklahoma(6,10)",40117,***,45.8,28.8,69.8,5,stable,6.9,-40.3,91.5,
"Garrard County, Kentucky(7,8)",21079,***,45.8,27.7,71.4,4,stable,1.8,-3,6.9,
"Monmouth County, New Jersey(7,8)",34025,***,45.8,42.5,49.3,149,stable,-0.2,-0.7,0.4,
"Hillsborough County, New Hampshire(6,10)",33011,***,45.8,41.5,50.4,91,falling,-9.7,-15.4,-3.6,
"Merrimack County, New Hampshire(6,10)",33013,***,45.8,39.2,53.2,37,stable,-4.9,-16.8,8.7,
"Jackson County, Indiana(6,10)",18071,***,45.8,33.8,60.6,10,stable,-0.2,-33.3,49.3,
"Hopkins County, Kentucky(7,8)",21107,***,45.8,34.7,59.4,12,stable,0.2,-3.7,4.2,
"Putnam County, Ohio(6,10)",39137,***,45.8,32.6,62.4,8,stable,7,-29.3,62,
"Dallas County, Missouri(6,10)",29059,***,45.7,29.1,69.2,5,stable,-0.2,-24.1,31.3,
"Macoupin County, Illinois(6,10)",17117,***,45.7,35.6,58.1,14,stable,3.8,-28.9,51.7,
"Spalding County, Georgia(7,8)",13255,***,45.7,35.7,57.8,15,rising,5,0.2,10.1,
"White County, Indiana(6,10)",18181,***,45.7,32.1,63.7,8,stable,-18.3,-46,23.7,
"Clinton County, New York(6,10)",36019,***,45.7,37,55.8,20,stable,-4.5,-19.3,12.9,
"Racine County, Wisconsin(6,10)",55101,***,45.7,39.8,52.2,45,stable,-6.8,-20,8.5,
"Walla Walla County, Washington(6,10)",53071,***,45.7,35.9,57.3,16,stable,0.6,-27.3,39.1,
"Orange County, New York(6,10)",36071,***,45.6,40.9,50.6,75,stable,-7.1,-18.3,5.6,
"Calvert County, Maryland(6,10)",24009,***,45.6,36.5,56.2,20,stable,1.8,-14.5,21.3,
"Randolph County, Illinois(6,10)",17157,***,45.5,32.9,61.6,9,stable,-0.4,-41.8,70.6,
"Sangamon County, Illinois(6,10)",17167,***,45.5,39.7,51.9,47,stable,-3.8,-12.4,5.8,
"Nassau County, New York(6,10)",36059,***,45.5,43.3,47.7,340,stable,-1.1,-5.7,3.7,
"Mercer County, West Virginia(6,10)",54055,***,45.5,36.2,56.5,17,stable,-8.8,-26.2,12.6,
"Clark County, Arkansas(6,10)",5019,***,45.4,29.5,67.2,5,stable,-20.5,-61.4,63.9,
"Kennebec County, Maine(6,10)",23011,***,45.4,38.6,53.2,33,stable,2.7,-17.6,28.1,
"Whitley County, Kentucky(7,8)",21235,***,45.4,32.3,62.1,8,stable,0.9,-3.1,5,
"Berks County, Pennsylvania(6,10)",42011,***,45.4,41.5,49.6,102,stable,-3.3,-17.7,13.7,
"Stark County, North Dakota(6,10)",38089,***,45.4,30.4,65,6,stable,2,-26.1,40.8,
"Clare County, Michigan(6,10)",26035,***,45.4 #  ,33.9,60.2,11,stable,3.8,-24.8,43.3,
"Barnstable County, Massachusetts(6,10)",25001,***,45.4,41.1,50.2,85,stable,0.6,-10,12.6,
"Floyd County, Georgia(7,8)",13115,***,45.4,37.1,55,22,rising,2.2,0.1,4.3,
"Hardin County, Kentucky(7,8)",21093,***,45.4,36.6,55.5,20,stable,0.5,-3.5,4.7,
"Izard County, Arkansas(6,10)",5065,***,45.4,29.8,68.4,5,stable,8.5,-29.6,67.4,
"Fulton County, Illinois(6,10)",17057,***,45.4,34.1,59.5,11,stable,8.8,-15.5,40.1,
"Gates County, North Carolina(6,10)",37073,***,45.3,25.4,76,3,*,*,*,*,
"Warren County, Iowa(7,8)",19181,***,45.3,33.9,59.4,11,stable,0.7,-1,2.4,
"Camden County, New Jersey(7,8)",34007,***,45.3,41.5,49.4,110,stable,-0.1,-0.7,0.5,
"Wayne County, Pennsylvania(6,10)",42127,***,45.3,36,56.6,17,stable,-9.6,-34.6,25.1,
"Jackson County, Iowa(7,8)",19097,***,45.3,30.6,65.5,6,stable,2.5,0,5,
"Monona County, Iowa(7)",19133,***,45.3,26.4,76.2,3,*,*,*,*,
"Newport County, Rhode Island(6,10)",44005,***,45.3,37.4,54.6,24,rising,16.1,7.7,25,
"Cumberland County, Tennessee(6,10)",47035,***,45.3,37.3,55,24,stable,10.7,-12.2,39.6,
"Jerome County, Idaho(6,10)",16053,***,45.3,28.4,68.4,5,stable,-26.7,-55.5,20.6,
"Barrow County, Georgia(7,8)",13013,***,45.3,33.9,59,12,stable,1.3,-2.8,5.5,
"Butts County, Georgia(7,8)",13035,***,45.3,28.5,68,5,stable,1.4,-4.6,7.7,
"Brown County, Ohio(6,10)",39015,***,45.3,34.2,58.9,12,stable,7.7,-21.7,48,
"Adams County, Pennsylvania(6,10)",42001,***,45.3,38.1,53.5,29,stable,0.3,-21.8,28.7,
"Erie County, Pennsylvania(6,10)",42049,***,45.2,40.5,50.4,68,stable,0.8,-9.4,12.2,
"Tazewell County, Illinois(6,10)",17179,***,45.2,38.8,52.5,36,stable,-0.9,-11.8,11.4,
"Tuolumne County, California(7,8)",6109,***,45.2,36.4,55.8,20,stable,-0.2,-2.3,2,
"Orange County, Indiana(6,10)",18117,***,45.2,28.9,67.6,5,stable,9.9,-17.6,46.7,
"Webster County, Kentucky(7,8)",21233,***,45.2,25.3,74.6,3,stable,1.1,-4.3,6.9,
"Bond County, Illinois(6,10)",17005,***,45.2,28.4,68.8,5,stable,30.6,-20.3,114,
"Morgan County, Georgia(7)",13211,***,45.2,28.6,68.6,5,*,*,*,*,
"Somerset County, Maryland(6,10)",24039,***,45.1,30.7,64.2,7,stable,-5.5,-18.2,9.2,
"Gallia County, Ohio(6,10)",39053,***,45.1,32.1,61.9,8,stable,-4.8,-42.2,56.7,
"Pamlico County, North Carolina(6,10)",37137,***,45.1,29.5,68.8,5,stable,13.1,-12.9,46.8,
"Erie County, Ohio(6,10)",39043,***,45.1,37.1,54.5,23,stable,-7.2,-17.2,3.9,
"Gem County, Idaho(6,10)",16045,***,45.1,29.9,66.6,6,stable,-9.1,-45.3,51.2,
"Audrain County, Missouri(6,10)",29007,***,45.1,29.6,65.7,6,stable,7.8,-13.4,34.2,
"Elk County, Pennsylvania(6,10)",42047,***,45,33.3,60.1,10,stable,-3.9,-18.2,13,
"Indiana County, Pennsylvania(6,10)",42063,***,45,37.1,54.3,23,stable,-5.4,-25.6,20.2,
"Richland County, Illinois(6,10)",17159,***,45,29.1,67.6,5,stable,21.4,-9.8,63.4,
"Eau Claire County, Wisconsin(6,10)",55035,***,45,36.8,54.5,22,stable,-5.1,-16.5,7.8,
"Wayne County, Illinois(6,10)",17191,***,45,29,67.6,5,stable,-7.1,-46.3,60.5,
"Genesee County, Michigan(6,10)",26049,***,45 #  ,41,49.3,96,stable,3.6,-2.4,10.1,
"Franklin County, Illinois(6,10)",17055,***,45,33.6,59.1,11,stable,5.2,-32.7,64.5,
"Alger County, Michigan(6,10)",26003,***,44.9 #  ,26.7,74.4,4,stable,-1.6,-52.7,104.5,
"Augusta County, Virginia(6,10)",51015,***,44.9,36.7,54.5,22,stable,12.2,-3.9,31,
"Larue County, Kentucky(7,8)",21123,***,44.9,25.8,72.8,3,stable,-0.9,-6.2,4.7,
"Jackson County, Georgia(7,8)",13157,***,44.9,33.5,58.8,12,rising,4.2,0.7,7.8,
"Grant County, Wisconsin(6,10)",55043,***,44.9,34.6,57.4,13,stable,-5.2,-28.7,26.2,
"Alcona County, Michigan(6,10)",26001,***,44.9 #  ,26.9,75.8,5,stable,8.1,-36.8,84.8,
"Macomb County, Michigan(7,8)",26099,***,44.8,42,47.7,202,stable,-0.5,-1,0.1,
"Stephens County, Georgia(7,8)",13257,***,44.8,30,64.5,6,stable,-1.1,-5.4,3.4,
"Monroe County, Tennessee(6,10)",47123,***,44.8,34.2,57.9,13,stable,-4.4,-20.9,15.7,
"Perry County, Illinois(6,10)",17145,***,44.8,29.8,65,6,stable,-2.8,-23.8,23.9,
"New Castle County, Delaware(6,10)",10003,***,44.7,41.1,48.7,114,stable,0.1,-1.6,1.7,
"Barton County, Missouri(6,10)",29011,***,44.7,25.4,73.8,3,*,*,*,*,
"Fredericksburg City, Virginia(6,10)",51630,***,44.7,27.3,68.5,4,stable,15,-24.6,75.5,
"Allegheny County, Pennsylvania(6,10)",42003,***,44.7,42.5,47,318,falling,-2.9,-5.5,-0.2,
"Cumberland County, New Jersey(7,8)",34011,***,44.7,37.9,52.3,32,stable,0.7,-0.7,2.1,
"Branch County, Michigan(6,10)",26023,***,44.7 #  ,33,59.1,10,stable,-0.7,-41.8,69.7,
"Wayne County, Indiana(6,10)",18177,***,44.7,35.6,55.5,17,stable,11.3,-7.6,34.2,
"Dare County, North Carolina(6,10)",37055,***,44.6,32.4,60.1,10,stable,10.8,-22.3,58,
"Lycoming County, Pennsylvania(6,10)",42081,***,44.6,37.7,52.4,31,stable,-2.5,-11.8,7.9,
"Plaquemines Parish, Louisiana(7,8)",22075,***,44.6,28.6,66.3,5,stable,-3.6,-8.8,1.9,
"Webster County, Missouri(6,10)",29225,***,44.6,32,60.4,9,stable,-9.6,-24.6,8.4,
"Onondaga County, New York(6,10)",36067,***,44.6,40.8,48.6,109,stable,-2.6,-14.1,10.4,
"Cheboygan County, Michigan(6,10)",26031,***,44.5 #  ,32.6,60.4,10,stable,-2.6,-37.7,52.4,
"Black Hawk County, Iowa(7,8)",19013,***,44.5,37.5,52.4,29,stable,1.3,0,2.6,
"Benzie County, Michigan(6,10)",26019,***,44.4 #  ,29.3,66,6,stable,9.6,-35.4,86,
"Baltimore County, Maryland(6,10)",24005,***,44.4,41.6,47.4,188,stable,6.4,-9,24.4,
"Woodford County, Illinois(6,10)",17203,***,44.4,32.7,59.1,10,stable,-7.4,-29.2,21.2,
"Greenup County, Kentucky(7,8)",21089,***,44.4,32.8,59.2,10,stable,0.2,-4.5,5.1,
"Herkimer County, New York(6,10)",36043,***,44.4,35.5,55.1,18,stable,3.3,-9.3,17.7,
"Chester County, Pennsylvania(6,10)",42029,***,44.4,40.7,48.4,111,stable,-4.6,-11.8,3.2,
"Custer County, Nebraska(6,10)",31041,***,44.4,25.5,73.6,3,*,*,*,*,
"St. Tammany Parish, Louisiana(7,8)",22103,***,44.4,39.1,50.2,54,stable,0.6,-1.7,2.9,
"Mingo County, West Virginia(6,10)",54059,***,44.3,29.6,63.9,6,stable,8.6,-43.3,107.7,
"Lapeer County, Michigan(6,10)",26087,***,44.3 #  ,36.2,53.9,23,stable,6.9,-11.2,28.7,
"Madison County, New York(6,10)",36053,***,44.3,35.4,54.9,18,stable,-8.5,-21.5,6.6,
"Montgomery County, Illinois(6,10)",17135,***,44.3,31.8,60.4,8,stable,-2.3,-34.9,46.6,
"Polk County, Arkansas(6,10)",5113,***,44.3,29.4,64.7,6,stable,0.3,-31.1,46.1,
"Allen County, Ohio(6,10)",39003,***,44.3,36.8,52.8,26,stable,3.2,-17,28.4,
"Essex County, Massachusetts(6,10)",25009,***,44.3,41.3,47.4,173,stable,2.2,-4.7,9.5,
"Ulster County, New York(6,10)",36111,***,44.3,38.6,50.5,47,stable,3.1,-6.6,13.8,
"Dutchess County, New York(6,10)",36027,***,44.2,39.7,49.2,72,stable,-5.7,-15.9,5.6,
"Mohave County, Arizona(6,10)",4015,***,44.2,40,48.9,84,falling,-4,-6,-1.9,
"Sauk County, Wisconsin(6,10)",55111,***,44.2,34.9,55.4,16,stable,-3.2,-18.1,14.5,
"Horry County, South Carolina(6,10)",45051,***,44.2,39.8,49,82,stable,-12.7,-33.1,14,
"Bristol County, Rhode Island(6,10)",44001,***,44.2,34.2,56.4,14,stable,-4,-10.3,2.9,
"McDowell County, West Virginia(6,10)",54047,***,44.2,28.9,65.1,6,stable,12.8,-35,95.9,
"Waupaca County, Wisconsin(6,10)",55135,***,44.1,34.8,55.4,16,stable,1.8,-36.5,63.3,
"Rockland County, New York(6,10)",36087,***,44.1,39.6,49.1,69,stable,-8.2,-17.4,2,
"Marshall County, Kentucky(7,8)",21157,***,44.1,32.6,59.1,10,stable,-2.9,-5.9,0.1,
"Essex County, New York(6,10)",36031,***,44.1,33.6,57.4,12,stable,14.2,-25.4,74.7,
"Shiawassee County, Michigan(6,10)",26155,***,44.1 #  ,34.9,55,17,stable,2.4,-24.2,38.5,
"Providence County, Rhode Island(6,10)",44007,***,44.1,40.7,47.6,133,stable,-6.2,-12.5,0.4,
"Henderson County, North Carolina(6,10)",37089,***,44.1,37.9,51,38,stable,2.3,-4.7,9.8,
"Rush County, Indiana(6,10)",18139,***,44,27.6,67.3,5,stable,-17.2,-62.8,84.1,
"Hancock County, West Virginia(6,10)",54029,***,44,31.9,59.7,9,stable,-0.7,-40.5,65.7,
"Brooke County, West Virginia(6,10)",54009,***,44,30.8,61.9,8,stable,-21.6,-39.4,1.6,
"Plymouth County, Massachusetts(6,10)",25023,***,44,40.5,47.8,121,stable,-1.2,-14.5,14.1,
"Luzerne County, Pennsylvania(6,10)",42079,***,44,39.9,48.5,86,stable,0.2,-10.7,12.4,
"Athens County, Ohio(6,10)",39009,***,44,32.7,57.8,11,stable,-9.6,-42,40.8,
"Tompkins County, New York(6,10)",36109,***,43.9,35.1,54.3,18,stable,-9.1,-36.2,29.5,
"Adams County, Wisconsin(6,10)",55001,***,43.9,32.1,60.6,9,stable,-1.7,-26,30.6,
"Dunn County, Wisconsin(6,10)",55033,***,43.9,32.1,58.7,10,stable,-7.7,-25.4,14.3,
"Garvin County, Oklahoma(6,10)",40049,***,43.9,30.3,61.8,7,stable,-1,-17.2,18.5,
"Douglas County, Washington(6,10)",53017,***,43.9,32.1,58.8,9,stable,14.8,-12.8,51.2,
"Washington County, Idaho(6,10)",16087,***,43.9,25.8,72.6,4,stable,15.5,-29.2,88.6,
"Franklin County, Kentucky(7,8)",21073,***,43.9,32.8,57.5,11,stable,-1.2,-5.3,3.1,
"Lawrence County, Ohio(6,10)",39087,***,43.8,34.5,55,16,stable,7,-20.3,43.7,
"Preble County, Ohio(6,10)",39135,***,43.8,32.6,57.8,11,stable,1.3,-35,57.9,
"Portage County, Ohio(6,10)",39133,***,43.8,37.5,50.8,37,stable,1,-19.3,26.4,
"Clermont County, Ohio(6,10)",39025,***,43.8,37.7,50.5,41,stable,-7.4,-24.5,13.5,
"Big Horn County, Wyoming(6,10)",56003,***,43.8,25.8,71,4,stable,-22.4,-67.9,87.6,
"Humboldt County, California(7,8)",6023,***,43.7,36.8,51.6,30,stable,0.9,-1.9,3.8,
"Webster County, Iowa(7,8)",19187,***,43.7,32.4,58.1,10,stable,-0.5,-2,1.1,
"Winston County, Alabama(6,10)",1133,***,43.7,29.6,62.8,7,stable,-20.8,-57.9,48.9,
"Madison County, Kentucky(7,8)",21151,***,43.7,34.5,54.6,17,stable,0.4,-2,2.8,
"Coffee County, Alabama(6,10)",1031,***,43.7,33,56.8,12,stable,-9.6,-25.1,9.2,
"Stoddard County, Missouri(6,10)",29207,***,43.7,30.8,60.4,8,stable,4.6,-33.7,64.8,
"Hartford County, Connecticut(7,8)",9003,***,43.7,41,46.5,205,stable,0.1,-0.4,0.6,
"Tishomingo County, Mississippi(6,10)",28141,***,43.6,28.2,65.2,5,stable,13.2,-53.3,174.3,
"Darke County, Ohio(6,10)",39037,***,43.6,33.9,55.4,14,stable,-6.6,-27.1,19.6,
"San Augustine County, Texas(6,10)",48405,***,43.6,24.7,75.4,3,*,*,*,*,
"Maury County, Tennessee(6,10)",47119,***,43.6,34.8,54,18,stable,6.9,-18.1,39.5,
"Noble County, Oklahoma(6,10)",40103,***,43.6,24.7,72.5,3,*,*,*,*,
"Oxford County, Maine(6,10)",23017,***,43.6,34.6,54.5,17,stable,0.3,-12.3,14.7,
"Sagadahoc County, Maine(6,10)",23023,***,43.5,32.3,58,10,falling,-26,-44.7,-0.9,
"DeKalb County, Illinois(6,10)",17037,***,43.5,34.8,53.7,18,stable,4.6,-21.6,39.5,
"Jefferson County, Oregon(6,10)",41031,***,43.5,28.3,64.1,6,stable,-12.7,-51.1,56,
"Warren County, Ohio(6,10)",39165,***,43.5,37.6,50,42,stable,6.6,-17,36.8,
"Grafton County, New Hampshire(6,10)",33009,***,43.5,35.9,52.3,24,stable,8.2,-5,23.3,
"Rowan County, Kentucky(7,8)",21205,***,43.5,27.8,65,5,stable,1.1,-3.3,5.6,
"Cheshire County, New Hampshire(6,10)",33005,***,43.5,35,53.5,19,stable,-16.7,-32.9,3.4,
"Marshall County, Alabama(6,10)",1095,***,43.4,35.4,52.7,22,stable,-5.5,-22.9,15.7,
"Posey County, Indiana(6,10)",18129,***,43.4,29,62.8,6,stable,-3.1,-37.2,49.7,
"Montgomery County, Pennsylvania(6,10)",42091,***,43.4,40.7,46.3,195,stable,-4.4,-10.7,2.4,
"Oswego County, New York(6,10)",36075,***,43.4,36.1,51.7,27,stable,-14.8,-30.8,4.8,
"Tioga County, New York(6,10)",36107,***,43.4,33.6,55.3,14,stable,-5.7,-28.3,24.1,
"Spotsylvania County, Virginia(6,10)",51177,***,43.3,35.3,52.5,22,stable,-6.9,-17.1,4.5,
"Gladwin County, Michigan(6,10)",26051,***,43.3 #  ,31.2,59.5,9,stable,0,-21,26.4,
"Fayette County, Iowa(7,8)",19065,***,43.3,29.1,62.8,6,stable,0.2,-2,2.6,
"Preston County, West Virginia(6,10)",54077,***,43.3,31.1,58.9,9,stable,-3.1,-18,14.4,
"Monroe County, New York(6,10)",36055,***,43.3,40.3,46.4,166,stable,-2.2,-7.7,3.6,
"Tuscola County, Michigan(6,10)",26157,***,43.2 #  ,33.8,54.7,15,stable,4.5,-6.2,16.3,
"Logan County, Illinois(6,10)",17107,***,43.2,30.2,60.1,7,stable,2.3,-42.5,82,
"Winn Parish, Louisiana(7)",22127,***,43.2,24.1,71,3,*,*,*,*,
"Coles County, Illinois(6,10)",17029,***,43.2,32.7,56,12,stable,13.5,-11.7,45.9,
"Sequatchie County, Tennessee(6,10)",47153,***,43.1,26.2,68.1,4,stable,-5.8,-41.9,52.5,
"Grand County, Colorado(6,10)",8049,***,43.1,24.3,71.6,4,stable,-5.7,-64.4,150,
"Kent County, Delaware(6,10)",10001,***,43.1,37,50,37,stable,-3,-7,1.1,
"Green County, Wisconsin(6,10)",55045,***,43.1,31.3,58.1,9,stable,-9.5,-32.2,20.7,
"Westmoreland County, Pennsylvania(6,10)",42129,***,43.1,39.5,47.1,105,stable,-3.9,-8.5,0.8,
"Ashe County, North Carolina(6,10)",37009,***,43.1,30.8,59.4,9,stable,-8.3,-36.1,31.5,
"Whitman County, Washington(6,10)",53075,***,43.1,29.8,60.2,7,stable,-22.6,-59.6,48.4,
"Carteret County, North Carolina(6,10)",37031,***,43.1,35.1,52.5,22,stable,-11.8,-28.9,9.4,
"Hutchinson County, Texas(6,10)",48233,***,43.1,27.7,64,5,stable,-10.1,-57.7,90.9,
"Sheridan County, Wyoming(6,10)",56033,***,43.1,30.5,59.3,8,stable,-2.3,-27,30.9,
"Steuben County, Indiana(6,10)",18151,***,43.1,30.8,58.7,9,stable,10.9,-25.9,65.9,
"Somerset County, Pennsylvania(6,10)",42111,***,43,35.3,52.1,22,stable,-1.3,-24.8,29.5,
"Lumpkin County, Georgia(7,8)",13187,***,43,27.9,63.1,6,stable,1.3,-4.1,7.1,
"Armstrong County, Pennsylvania(6,10)",42005,***,43,35,52.6,20,rising,7.8,1,15.1,
"Kaufman County, Texas(6,10)",48257,***,43,34.1,53.4,18,stable,5,-19.6,37.1,
"Barnes County, North Dakota(6,10)",38003,***,43,24.9,71.2,3,*,*,*,*,
"Washburn County, Wisconsin(6,10)",55129,***,43,27.3,66,5,stable,2.4,-56,137.9,
"Logan County, Colorado(6,10)",8075,***,42.9,28.1,63,5,stable,-1.6,-31.2,40.7,
"Dixie County, Florida(6,10)",12029,***,42.9,27.2,65.3,5,stable,-17.3,-37.9,10.2,
"Greene County, Tennessee(6,10)",47059,***,42.9,34,53.4,18,stable,-5.8,-18.9,9.4,
"Saginaw County, Michigan(6,10)",26145,***,42.9 #  ,37.5,48.8,48,falling,-5.4,-9.7,-0.9,
"Fleming County, Kentucky(7)",21069,***,42.8,24.3,70.2,3,*,*,*,*,
"Bristol County, Massachusetts(6,10)",25005,***,42.8,39.4,46.4,124,falling,-7.4,-8.9,-5.9,
"Berkshire County, Massachusetts(6,10)",25003,***,42.8,36.9,49.4,40,stable,-4.7,-11.4,2.6,
"Talbot County, Maryland(6,10)",24041,***,42.8,33.2,55.1,14,stable,-9,-31.9,21.7,
"Caroline County, Virginia(6,10)",51033,***,42.8,28.9,61,7,stable,-5,-51.3,85.3,
"Surry County, North Carolina(6,10)",37171,***,42.8,34.5,52.6,19,stable,-9.4,-41.1,39.5,
"York County, Pennsylvania(6,10)",42133,***,42.8,39.1,46.7,104,stable,-2.7,-8.1,3,
"Will County, Illinois(6,10)",17197,***,42.7,39.1,46.6,113,stable,-0.1,-8.2,8.7,
"Moniteau County, Missouri(6,10)",29135,***,42.7,25.1,68.1,4,stable,21.9,-8.5,62.5,
"Lenawee County, Michigan(6,10)",26091,***,42.7 #  ,35.1,51.4,24,falling,-13.9,-20.6,-6.8,
"Berrien County, Michigan(6,10)",26021,***,42.7 #  ,36.8,49.3,39,stable,2.8,-18,29,
"Pierce County, Georgia(7,8)",13229,***,42.7,25.6,66.8,4,stable,2,-3.5,7.8,
"Warren County, Kentucky(7,8)",21227,***,42.7,34.3,52.3,19,stable,0.3,-3.5,4.1,
"Sawyer County, Wisconsin(6,10)",55113,***,42.7,28.7,62.9,6,stable,-7,-38.7,40.9,
"Craven County, North Carolina(6,10)",37049,***,42.6,35.3,51.1,24,stable,19.1,-14.5,65.9,
"New Hanover County, North Carolina(6,10)",37129,***,42.6,37.2,48.7,46,falling,-9.5,-16.5,-1.8,
"Johnson County, Kentucky(7,8)",21115,***,42.6,27.5,63.2,5,stable,0.4,-5.1,6.1,
"Jefferson County, Washington(7,8)",53031,***,42.6,32.8,56,13,stable,0,-1.9,1.9,
"Licking County, Ohio(6,10)",39089,***,42.6,36.5,49.5,36,stable,-6.3,-30.3,25.9,
"Washington County, Arkansas(6,10)",5143,***,42.6,36.2,49.7,33,stable,-5.3,-11.5,1.3,
"Brunswick County, North Carolina(6,10)",37019,***,42.5,36.5,49.5,42,stable,-7.3,-23.9,13,
"Dawson County, Georgia(7,8)",13085,***,42.5,27.3,63.4,6,stable,3.5,-2.4,9.7,
"Martinsville City, Virginia(6,10)",51690,***,42.5,24.7,69.4,3,*,*,*,*,
"Marion County, Tennessee(6,10)",47115,***,42.5,29.2,60.2,7,rising,19.2,3.4,37.4,
"Sheboygan County, Wisconsin(6,10)",55117,***,42.5,35.6,50.4,27,stable,-5.6,-12.2,1.4,
"Limestone County, Alabama(6,10)",1083,***,42.5,33.9,52.6,18,stable,1,-6.2,8.7,
"Cascade County, Montana(6,10)",30013,***,42.5,34.5,51.8,21,stable,-4.4,-15.3,7.9,
"Sullivan County, New Hampshire(6,10)",33019,***,42.4,31.8,55.7,11,stable,-2.8,-18.5,15.9,
"Breathitt County, Kentucky(7)",21025,***,42.4,24.2,69.8,3,*,*,*,*,
"Bay County, Michigan(6,10)",26017,***,42.4 #  ,35.5,50.3,28,stable,6.7,-9.1,25.3,
"Daviess County, Indiana(6,10)",18027,***,42.4,29.1,59.7,7,stable,-30,-62.3,29.8,
"Washington County, Pennsylvania(6,10)",42125,***,42.4,37.5,47.8,56,stable,-0.4,-12.3,13.1,
"Gloucester County, Virginia(6,10)",51073,***,42.4,30.9,57,10,stable,-0.3,-9.5,9.8,
"Seward County, Nebraska(6,10)",31159,***,42.4,26.1,65.6,4,stable,2.6,-24.2,38.9,
"Atoka County, Oklahoma(6,10)",40005,***,42.3,23.6,69.9,3,*,*,*,*,
"Jackson County, Michigan(6,10)",26075,***,42.3 #  ,36.4,48.9,39,stable,8.6,-8.1,28.3,
"Gage County, Nebraska(6,10)",31067,***,42.3,29,60.5,7,stable,-3,-34.2,43.2,
"Boyd County, Kentucky(7,8)",21019,***,42.3,32,54.9,12,stable,-1.2,-5.2,2.9,
"Callaway County, Missouri(6,10)",29027,***,42.3,30.6,56.8,9,stable,12.8,-33.6,91.7,
"Anne Arundel County, Maryland(6,10)",24003,***,42.2,38.6,46.1,107,stable,7.4,-10.3,28.6,
"Blair County, Pennsylvania(6,10)",42013,***,42.2,36,49.3,34,stable,-14.2,-29.9,5,
"Johnson County, Iowa(7,8)",19103,***,42.2,34.3,51.3,22,stable,0.4,-1.1,2,
"Madison County, Illinois(6,10)",17119,***,42.2,37.5,47.4,60,stable,-1.8,-20.1,20.8,
"Payette County, Idaho(6,10)",16075,***,42.2,28,61.5,6,stable,13.1,-15.6,51.5,
"Kittitas County, Washington(6,10)",53037,***,42.2,30.4,57.2,9,stable,-17.9,-36.1,5.5,
"Cabarrus County, North Carolina(6,10)",37025,***,42.2,35.9,49.3,34,stable,-3.1,-16.5,12.5,
"Lebanon County, Pennsylvania(6,10)",42075,***,42.2,36.2,49,36,stable,-2.2,-15.8,13.7,
"Forsyth County, Georgia(7,8)",13117,***,42.1,35.1,50,29,stable,1.5,-1.5,4.6,
"Morris County, New Jersey(7,8)",34027,***,42.1,38.6,45.9,110,stable,-0.5,-1.2,0.2,
"Adams County, Illinois(6,10)",17001,***,42.1,33.7,52.1,18,stable,-11.3,-29.7,12.1,
