County,FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(Ü) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (á) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval,Gastric/Female
"Ingham County, Michigan(6,10)",26065,***,4.4 #  ,3,6.4,6,stable,6.9,-29.4,61.8,
"Gloucester County, New Jersey(7,8)",34015,***,4.4,3.2,6.1,8,stable,-1,-2.9,1,
"Hendricks County, Indiana(6,10)",18063,***,4.4,2.7,7,4,stable,6.3,-10.5,26.3,
"Monroe County, New York(6,10)",36055,***,4.4,3.6,5.4,22,stable,0.3,-11.2,13.1,
"Milwaukee County, Wisconsin(6,10)",55079,***,4.4,3.6,5.3,23,falling,-20.2,-29.3,-9.8,
"Wayne County, North Carolina(6,10)",37191,***,4.4,2.5,7.3,3,*,*,*,*,
"Williamson County, Texas(6,10)",48491,***,4.4,3.3,5.8,10,stable,-16.6,-31.1,1,
"Aiken County, South Carolina(6,10)",45003,***,4.4,2.8,6.7,5,stable,-3.7,-29.3,31.3,
"Montgomery County, Ohio(6,10)",39113,***,4.4,3.5,5.5,17,stable,2.4,-26,41.7,
"Johnson County, Texas(6,10)",48251,***,4.4,2.7,6.8,4,stable,38.4,-24.1,152.1,
"Clark County, Indiana(6,10)",18019,***,4.4,2.5,7.2,3,*,*,*,*,
"El Paso County, Colorado(6,10)",8041,***,4.4,3.4,5.5,14,stable,-1.8,-19,19.1,
"Volusia County, Florida(6,10)",12127,***,4.3,3.4,5.4,18,stable,-2.6,-23.6,24.2,
"Montgomery County, Tennessee(6,10)",47125,***,4.3,2.5,7,3,*,*,*,*,
"Multnomah County, Oregon(6,10)",41051,***,4.3,3.4,5.4,17,stable,-2.1,-11.7,8.6,
"Clark County, Ohio(6,10)",39023,***,4.3,2.5,7,4,stable,-0.6,-44.7,78.9,
"Lake County, Ohio(6,10)",39085,***,4.3,3,6.1,8,stable,-14,-26.5,0.6,
"Hernando County, Florida(6,10)",12053,***,4.3,2.8,6.4,7,stable,5,-47.4,109.4,
"Wake County, North Carolina(6,10)",37183,***,4.3,3.5,5.2,21,stable,0.3,-11.1,13.2,
"Rapides Parish, Louisiana(7)",22079,***,4.3,2.6,6.8,4,*,*,*,*,
"Morris County, New Jersey(7,8)",34027,***,4.3,3.3,5.4,15,falling,-2.1,-3.4,-0.8,
"Greenville County, South Carolina(6,10)",45045,***,4.3,3.3,5.5,12,stable,13.2,-16.5,53.4,
"Washtenaw County, Michigan(6,10)",26161,***,4.3 #  ,3,5.9,8,stable,-12.8,-51.3,56.1,
"Thurston County, Washington(7)",53067,***,4.3,2.9,6,7,*,*,*,*,
"Marin County, California(7,8)",6041,***,4.3,2.9,6,8,stable,-1.5,-4.1,1.1,
"Lancaster County, Pennsylvania(6,10)",42071,***,4.3,3.3,5.4,15,stable,1.3,-17.4,24.2,
"Pasco County, Florida(6,10)",12101,***,4.2,3.3,5.4,16,stable,12.4,-10.9,41.8,
"Anderson County, South Carolina(6,10)",45007,***,4.2,2.8,6.2,6,stable,14.9,-23.4,72.2,
"Benton County, Arkansas(6,10)",5007,***,4.2,2.8,6.2,5,stable,-0.1,-29.5,41.5,
"Jackson County, Missouri(6,10)",29095,***,4.2,3.3,5.3,17,stable,5.1,-12.8,26.8,
"Fayette County, Pennsylvania(6,10)",42051,***,4.2,2.6,6.6,5,stable,-26.3,-60.5,37.6,
"Chester County, Pennsylvania(6,10)",42029,***,4.2,3.2,5.4,13,stable,-7.1,-14.9,1.3,
"Sonoma County, California(7,8)",6097,***,4.2,3.2,5.4,14,stable,0.4,-3.5,4.4,
"Washington County, Pennsylvania(6,10)",42125,***,4.2,2.8,6.1,7,stable,-12.8,-33.7,14.6,
"Essex County, Massachusetts(6,10)",25009,***,4.2,3.4,5.1,22,stable,-3.5,-20.2,16.6,
"Anne Arundel County, Maryland(6,10)",24003,***,4.2,3.2,5.3,14,stable,-4,-38.2,49.3,
"Seminole County, Florida(6,10)",12117,***,4.2,3.1,5.5,11,stable,15.4,-12.7,52.4,
"Henrico County, Virginia(6,10)",51087,***,4.2,3,5.7,8,stable,4.4,-17.2,31.6,
"Travis County, Texas(6,10)",48453,***,4.2,3.3,5.1,19,stable,-3.2,-19.5,16.5,
"Sumter County, Florida(6,10)",12119,***,4.2,1.7,9.2,4,stable,-44,-77,36.1,
"Lexington County, South Carolina(6,10)",45063,***,4.2,2.9,5.9,7,stable,3.7,-19,32.8,
"Ellis County, Texas(6,10)",48139,***,4.2,2.4,6.6,4,stable,24.2,-18.5,89.2,
"Oakland County, Michigan(7,8)",26125,***,4.2,3.5,4.9,34,falling,-1.5,-2.7,-0.3,
"Martin County, Florida(6,10)",12085,***,4.1,2.5,6.6,6,stable,-11.4,-30.8,13.5,
"Pulaski County, Arkansas(6,10)",5119,***,4.1,3,5.5,10,stable,9.4,-32.4,77,
"DuPage County, Illinois(6,10)",17043,***,4.1,3.4,5,24,stable,-2.8,-7.1,1.7,
"Plymouth County, Massachusetts(6,10)",25023,***,4.1,3.2,5.3,14,stable,23.1,-3,56.2,
"Ottawa County, Michigan(6,10)",26139,***,4.1 #  ,2.8,5.9,6,stable,13.6,-0.9,30.2,
"Whatcom County, Washington(7)",53073,***,4.1,2.7,6.2,5,*,*,*,*,
"Forsyth County, North Carolina(6,10)",37067,***,4.1,3,5.5,9,stable,-7,-32.8,28.6,
"Kent County, Rhode Island(6,10)",44003,***,4.1,2.7,6.1,6,stable,-12,-38.6,26,
"Denton County, Texas(6,10)",48121,***,4.1,3.1,5.3,13,stable,-2,-25.5,29.1,
"Cumberland County, Maine(6,10)",23005,***,4.1,2.9,5.7,8,stable,-2.9,-41.8,62.1,
"Tolland County, Connecticut(7)",9013,***,4.1,2.4,6.6,4,*,*,*,*,
"Brazoria County, Texas(6,10)",48039,***,4.1,2.8,5.7,7,stable,1.1,-17,23.2,
"Sussex County, New Jersey(7,8)",34037,***,4.1,2.4,6.7,4,stable,-2.1,-4.6,0.6,
"Kennebec County, Maine(6,10)",23011,***,4.1,2.4,6.7,4,stable,12.6,-51.8,162.8,
"Kitsap County, Washington(7,8)",53035,***,4.1,2.7,5.9,6,stable,-1.6,-3.7,0.5,
"Randolph County, North Carolina(6,10)",37151,***,4.1,2.4,6.5,4,*,*,*,*,
"Jackson County, Michigan(6,10)",26075,***,4.1 #  ,2.5,6.3,5,stable,4.5,-17.1,31.8,
"York County, South Carolina(6,10)",45091,***,4.1,2.7,5.9,6,stable,-20.1,-49.8,27.1,
"St. Louis County, Missouri(6,10)",29189,***,4.1,3.4,4.8,28,stable,-2,-12.9,10.1,
"Waukesha County, Wisconsin(6,10)",55133,***,4.1,3,5.3,11,stable,10.7,-23.9,60.9,
"Washington County, Maryland(6,10)",24043,***,4.1,2.4,6.4,4,*,*,*,*,
"Marathon County, Wisconsin(6,10)",55073,***,4,2.3,6.6,3,*,*,*,*,
"Butler County, Ohio(6,10)",39017,***,4,2.9,5.5,9,stable,-2.1,-34.4,46.1,
"Berkeley County, South Carolina(6,10)",45015,***,4,2.5,6.3,4,stable,0.4,-30.5,45.1,
"Santa Fe County, New Mexico(7,8)",35049,***,4,2.3,6.6,4,falling,-3.4,-5.7,-1,
"Guilford County, North Carolina(6,10)",37081,***,4,3.1,5.2,12,stable,4.4,-27.1,49.4,
"Kent County, Michigan(6,10)",26081,***,4 #  ,3.1,5.1,14,stable,2.4,-34.9,61,
"Chesapeake City, Virginia(6,10)",51550,***,4,2.6,5.9,5,stable,-7.2,-40.8,45.5,
"Lake County, Florida(6,10)",12069,***,4,2.9,5.4,11,stable,-3.8,-34.1,40.4,
"Mercer County, Pennsylvania(6,10)",42085,***,4,2.1,6.9,3,*,*,*,*,
"Clay County, Florida(6,10)",12019,***,4,2.5,6,5,stable,4.1,-44.5,95.2,
"Chesterfield County, Virginia(6,10)",51041,***,4,2.7,5.5,7,rising,37.4,9.2,72.8,
"Knox County, Tennessee(6,10)",47093,***,4,3,5.2,11,stable,-7.4,-53.6,84.8,
"Penobscot County, Maine(6,10)",23019,***,4,2.4,6.2,4,stable,35.1,-10.9,105,
"Smith County, Texas(6,10)",48423,***,4,2.6,5.8,6,stable,-7.6,-32.4,26.3,
"Polk County, Iowa(7,8)",19153,***,3.9,2.9,5.2,10,stable,-1.7,-3.6,0.2,
"Richmond County, Georgia(7,8)",13245,***,3.9,2.5,5.9,5,stable,4.5,-2.4,11.9,
"Worcester County, Massachusetts(6,10)",25027,***,3.9,3.2,4.8,20,stable,6.2,-16.6,35.1,
"Palm Beach County, Florida(6,10)",12099,***,3.9,3.4,4.5,47,stable,-9.2,-22.7,6.7,
"Baldwin County, Alabama(6,10)",1003,***,3.9,2.5,5.9,5,stable,-13.6,-26.2,1,
"Champaign County, Illinois(6,10)",17019,***,3.9,2.3,6.2,4,stable,13.6,-23.6,68.9,
"Montgomery County, Pennsylvania(6,10)",42091,***,3.9,3.2,4.7,23,stable,-5.3,-32.3,32.4,
"Elkhart County, Indiana(6,10)",18039,***,3.9,2.4,6,4,stable,-13.9,-35.9,15.8,
"Boone County, Missouri(6,10)",29019,***,3.9,2.2,6.4,3,*,*,*,*,
"Boulder County, Colorado(6,10)",8013,***,3.9,2.6,5.6,6,stable,-2.7,-16.5,13.4,
"Williamson County, Tennessee(6,10)",47187,***,3.9,2.4,5.9,5,stable,-23.9,-57.1,35,
"Fayette County, Kentucky(7,8)",21067,***,3.9,2.6,5.5,6,stable,2.3,-3.5,8.5,
"Arapahoe County, Colorado(6,10)",8005,***,3.9,3,5,13,stable,4.6,-10.7,22.6,
"Norfolk County, Massachusetts(6,10)",25021,***,3.8,3.1,4.8,19,rising,13.6,3.1,25.1,
"Leon County, Florida(6,10)",12073,***,3.8,2.5,5.6,6,stable,-18.2,-44.6,21,
"Shelby County, Alabama(6,10)",1117,***,3.8,2.4,5.9,4,stable,-1.7,-42.5,68.1,
"Medina County, Ohio(6,10)",39103,***,3.8,2.4,5.9,4,stable,-6.5,-22.1,12.3,
"Alachua County, Florida(6,10)",12001,***,3.8,2.4,5.7,5,stable,11.1,-26.3,67.6,
"Warren County, Ohio(6,10)",39165,***,3.8,2.4,5.8,4,stable,-9.9,-33.5,22,
"Berkshire County, Massachusetts(6,10)",25003,***,3.8,2.2,6.3,4,*,*,*,*,
"King County, Washington(7,8)",53033,***,3.8,3.3,4.4,43,stable,-0.5,-1.3,0.3,
"Canyon County, Idaho(6,10)",16027,***,3.8,2.3,6,4,stable,41,-28.1,176.8,
"Allegheny County, Pennsylvania(6,10)",42003,***,3.8,3.2,4.4,38,stable,-4.9,-15.1,6.6,
"Tulsa County, Oklahoma(6,10)",40143,***,3.8,2.9,4.8,14,stable,9.6,-17.2,45.2,
"McHenry County, Illinois(6,10)",17111,***,3.8,2.5,5.4,6,stable,-9.3,-31.5,20.2,
"Rockingham County, New Hampshire(6,10)",33015,***,3.8,2.6,5.3,7,stable,9,-11.2,33.9,
"Virginia Beach City, Virginia(6,10)",51810,***,3.8,2.7,5.1,9,rising,7.8,2.8,13,
"Butler County, Pennsylvania(6,10)",42019,***,3.8,2.4,5.8,5,stable,-5.6,-58.9,116.7,
"Broome County, New York(6,10)",36007,***,3.7,2.5,5.6,6,stable,18,-42.6,142.6,
"Pinal County, Arizona(6,10)",4021,***,3.7,2.6,5.1,9,stable,6.6,-25.1,51.8,
"Oklahoma County, Oklahoma(6,10)",40109,***,3.7,2.9,4.7,15,stable,11.1,-7.5,33.5,
"Roanoke County, Virginia(6,10)",51161,***,3.7,2.1,6.4,3,*,*,*,*,
"Winnebago County, Illinois(6,10)",17201,***,3.7,2.5,5.3,7,stable,13.2,-16.1,52.6,
"Kenton County, Kentucky(7,8)",21117,***,3.7,2.1,6,3,stable,0.5,-5.1,6.4,
"Douglas County, Nebraska(6,10)",31055,***,3.7,2.7,4.9,10,stable,1.1,-14,18.9,
"Forsyth County, Georgia(7)",13117,***,3.7,2.1,5.9,3,*,*,*,*,
"Brunswick County, North Carolina(6,10)",37019,***,3.7,2.1,6.3,4,falling,-25.3,-37.2,-11.2,
"Mohave County, Arizona(6,10)",4015,***,3.7,2.4,5.5,6,stable,0.7,-11.6,14.7,
"New Hanover County, North Carolina(6,10)",37129,***,3.7,2.4,5.4,6,stable,8.9,-26.4,61.1,
"Maricopa County, Arizona(6,10)",4013,***,3.7,3.3,4,83,stable,2.9,-14.9,24.3,
"Hillsborough County, New Hampshire(6,10)",33011,***,3.6,2.6,4.9,9,falling,-12.6,-17.5,-7.4,
"Minnehaha County, South Dakota(6,10)",46099,***,3.6,2.1,5.9,3,*,*,*,*,
"Rock County, Wisconsin(6,10)",55105,***,3.6,2.1,5.9,4,stable,15,-40.2,121,
"Dauphin County, Pennsylvania(6,10)",42043,***,3.6,2.5,5.2,7,stable,1.2,-46.4,91,
"Pitt County, North Carolina(6,10)",37147,***,3.6,2,5.9,3,*,*,*,*,
"San Luis Obispo County, California(7,8)",6079,***,3.6,2.4,5.2,7,stable,1.5,-3.4,6.7,
"Loudoun County, Virginia(6,10)",51107,***,3.6,2.3,5.3,5,stable,-15.9,-34.7,8.3,
"Delaware County, Pennsylvania(6,10)",42045,***,3.6,2.7,4.6,13,rising,5.2,0.3,10.3,
"Westmoreland County, Pennsylvania(6,10)",42129,***,3.6,2.6,4.8,11,stable,-2.1,-27.7,32.7,
"Yellowstone County, Montana(6,10)",30111,***,3.6,2.1,5.8,4,stable,-18.7,-59.8,64.1,
"Brevard County, Florida(6,10)",12009,***,3.5,2.8,4.5,16,stable,-4.6,-22.3,17.1,
"Lorain County, Ohio(6,10)",39093,***,3.5,2.5,5,7,stable,-4.8,-31.3,31.9,
"Mesa County, Colorado(6,10)",8077,***,3.5,2,5.9,3,*,*,*,*,
"Washington County, Arkansas(6,10)",5143,***,3.5,2,5.7,3,*,*,*,*,
"Galveston County, Texas(6,10)",48167,***,3.5,2.4,5.1,6,stable,-10.9,-53,68.7,
"Beaufort County, South Carolina(6,10)",45013,***,3.5,2.1,5.6,4,stable,-3.2,-23,21.8,
"St. Tammany Parish, Louisiana(7,8)",22103,***,3.5,2.3,5.2,5,falling,-5.3,-8.6,-2,
"Newport News City, Virginia(6,10)",51700,***,3.5,2.1,5.6,4,stable,17.2,-16.1,63.7,
"Berks County, Pennsylvania(6,10)",42011,***,3.5,2.5,4.7,9,stable,15.7,-14.6,56.8,
"Dane County, Wisconsin(6,10)",55025,***,3.5,2.5,4.7,9,stable,17.8,-14.9,63,
"Butte County, California(7,8)",6007,***,3.5,2.2,5.3,5,stable,1.9,-4,8.1,
"Iredell County, North Carolina(6,10)",37097,***,3.5,2,5.6,4,stable,0.9,-28.5,42.3,
"Stark County, Ohio(6,10)",39151,***,3.5,2.5,4.7,10,stable,11.6,-13.8,44.4,
"Marion County, Florida(6,10)",12083,***,3.5,2.6,4.6,12,stable,6.9,-11.2,28.7,
"Utah County, Utah(7,8)",49049,***,3.5,2.3,4.9,6,stable,-1.7,-4.2,0.8,
"Barnstable County, Massachusetts(6,10)",25001,***,3.4,2.4,5,9,stable,3.1,-17.2,28.4,
"Winnebago County, Wisconsin(6,10)",55139,***,3.4,2,5.6,4,stable,-11.6,-41.3,33.1,
"Jackson County, Oregon(6,10)",41029,***,3.4,2.2,5.2,6,stable,15.6,-17.6,62.2,
"Henry County, Georgia(7,8)",13151,***,3.4,2.1,5.4,4,stable,-5.5,-11,0.4,
"Hamilton County, Tennessee(6,10)",47065,***,3.4,2.4,4.8,8,stable,30.1,-15.9,101.3,
"Escambia County, Florida(6,10)",12033,***,3.4,2.4,4.8,7,stable,7.3,-29,62.2,
"Washington County, Utah(7)",49053,***,3.4,1.8,5.8,3,*,*,*,*,
"Sussex County, Delaware(6,10)",10005,***,3.4,2.1,5.2,5,stable,14,-19.8,61.9,
"Arlington County, Virginia(6,10)",51013,***,3.4,1.9,5.4,4,stable,12.3,-53,168.3,
"Salt Lake County, Utah(7,8)",49035,***,3.4,2.6,4.2,16,falling,-1.8,-3.4,-0.2,
"Sumner County, Tennessee(6,10)",47165,***,3.3,1.9,5.4,3,*,*,*,*,
"Franklin County, Pennsylvania(6,10)",42055,***,3.3,1.9,5.4,3,*,*,*,*,
"York County, Maine(6,10)",23031,***,3.3,2.1,5,5,stable,4,-42.1,87,
"Madison County, Illinois(6,10)",17119,***,3.2,2.2,4.7,6,stable,1.3,-29.4,45.3,
"Okaloosa County, Florida(6,10)",12091,***,3.2,1.9,5.2,4,stable,-7.1,-50.5,74.5,
"Spartanburg County, South Carolina(6,10)",45083,***,3.2,2.1,4.7,6,stable,13.3,-11.6,45.2,
"Bucks County, Pennsylvania(6,10)",42017,***,3.2,2.5,4.1,14,stable,-5.1,-17.9,9.7,
"Charlotte County, Florida(6,10)",12015,***,3.2,1.9,5.3,6,stable,-10.7,-36.8,26.1,
"St. Lucie County, Florida(6,10)",12111,***,3.2,2.2,4.5,8,stable,-12.7,-36.5,20.2,
"Porter County, Indiana(6,10)",18127,***,3.2,1.8,5.2,3,*,*,*,*,
"Muskegon County, Michigan(6,10)",26121,***,3.2 #  ,1.8,5.2,3,*,*,*,*,
"Allen County, Indiana(6,10)",18003,***,3.2,2.2,4.5,7,stable,-6,-47.7,69.2,
"Carroll County, Maryland(6,10)",24013,***,3.1,1.8,5.2,3,*,*,*,*,
"York County, Pennsylvania(6,10)",42133,***,3.1,2.3,4.2,9,stable,0.1,-27.8,38.8,
"Ulster County, New York(6,10)",36111,***,3.1,1.8,5.1,4,stable,16.2,-23.6,76.6,
"Clackamas County, Oregon(6,10)",41005,***,3.1,2.2,4.3,8,stable,-14.3,-50.2,47.4,
"Lee County, Florida(6,10)",12071,***,3.1,2.4,3.9,17,stable,-5.9,-28.5,24,
"Clermont County, Ohio(6,10)",39025,***,3.1,1.8,4.9,4,stable,-15.4,-57.3,67.8,
"Montgomery County, Texas(6,10)",48339,***,3.1,2.2,4.2,8,stable,-24.5,-49.8,13.5,
"Larimer County, Colorado(6,10)",8069,***,3,2,4.4,6,stable,-10.4,-29.8,14.5,
"St. Clair County, Illinois(6,10)",17163,***,3,2,4.6,5,stable,-13,-49.3,49.1,
"Erie County, Pennsylvania(6,10)",42049,***,3,2,4.5,6,falling,-26.3,-36.8,-14.1,
"Cumberland County, Pennsylvania(6,10)",42041,***,3,1.9,4.6,5,stable,-26.7,-46.5,0.5,
"Lackawanna County, Pennsylvania(6,10)",42069,***,3,1.9,4.6,5,rising,14.2,4.4,24.9,
"Kalamazoo County, Michigan(6,10)",26077,***,3 #  ,1.9,4.6,4,stable,-10.6,-37.7,28.1,
"Cleveland County, Oklahoma(6,10)",40027,***,3,1.8,4.6,4,stable,4.9,-30.1,57.5,
"Clay County, Missouri(6,10)",29047,***,3,1.8,4.7,4,stable,6.5,-18,38.2,
"Bay County, Florida(6,10)",12005,***,3,1.8,4.8,4,*,*,*,*,
"Sarasota County, Florida(6,10)",12115,***,3,2.1,4.1,12,stable,-15.3,-42.1,23.9,
"Cherokee County, Georgia(7)",13057,***,3,1.7,4.8,3,*,*,*,*,
"Livingston County, Michigan(6,10)",26093,***,3 #  ,1.7,4.9,3,*,*,*,*,
"St. Johns County, Florida(6,10)",12109,***,3,1.9,4.5,5,stable,2.9,-25.3,41.9,
"Ada County, Idaho(6,10)",16001,***,2.9,2,4.2,7,stable,16.4,-12.3,54.5,
"Manatee County, Florida(6,10)",12081,***,2.9,2,4.2,8,stable,2.8,-26.5,43.6,
"Linn County, Iowa(7)",19113,***,2.9,1.7,4.6,4,*,*,*,*,
"Deschutes County, Oregon(6,10)",41017,***,2.9,1.6,4.9,3,*,*,*,*,
"Pinellas County, Florida(6,10)",12103,***,2.9,2.4,3.5,23,stable,-1.2,-25.6,31.2,
"Adams County, Colorado(6,10)",8001,***,2.9,1.9,4.1,6,stable,6.7,-19.2,40.9,
"Saratoga County, New York(6,10)",36091,***,2.8,1.7,4.4,4,stable,1.2,-35.6,59,
"St. Joseph County, Indiana(6,10)",18141,***,2.8,1.8,4.2,5,stable,-10.3,-49.9,60.5,
"Jefferson County, Colorado(6,10)",8059,***,2.8,2,3.7,10,stable,4.2,-24,42.8,
"Clark County, Washington(6,10)",53011,***,2.8,1.9,3.9,7,stable,-20.1,-37.9,2.7,
"Yavapai County, Arizona(6,10)",4025,***,2.8,1.8,4.3,6,stable,-6.7,-23.3,13.5,
"El Dorado County, California(7,8)",6017,***,2.8,1.6,4.6,3,stable,-3.4,-7.6,1,
"Pima County, Arizona(6,10)",4019,***,2.8,2.2,3.4,19,stable,-13.7,-28.9,4.7,
"Beaver County, Pennsylvania(6,10)",42007,***,2.7,1.7,4.4,4,stable,13.6,-18.2,57.9,
"St. Charles County, Missouri(6,10)",29183,***,2.7,1.8,4,6,stable,-4.5,-36.5,43.6,
"Harford County, Maryland(6,10)",24025,***,2.7,1.6,4.2,4,stable,-6.6,-27.9,20.9,
"Greene County, Missouri(6,10)",29077,***,2.7,1.7,4,5,stable,8.5,-38.1,90.3,
"Hamilton County, Indiana(6,10)",18057,***,2.6,1.6,4.1,4,rising,36.6,5.9,76.1,
"Spokane County, Washington(6,10)",53063,***,2.6,1.8,3.6,8,stable,-7.2,-40.2,44.1,
"Lane County, Oregon(6,10)",41039,***,2.5,1.6,3.6,6,stable,2.1,-32.2,53.7,
"Shasta County, California(7)",6089,***,2.5,1.4,4.2,3,*,*,*,*,
"Douglas County, Colorado(6,10)",8035,***,2.5,1.4,4,3,*,*,*,*,
"Indian River County, Florida(6,10)",12061,***,2.3,1.3,4,4,falling,-28,-47.7,-0.9,
"Collier County, Florida(6,10)",12021,***,2.2,1.5,3.2,7,stable,-11.1,-43.1,39.1,
"Lancaster County, Nebraska(6,10)",31109,***,1.9,1.1,3.1,3,*,*,*,*,
"Abbeville County, South Carolina(6,10)",45001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Acadia Parish, Louisiana(7)",22001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Accomack County, Virginia(6,10)",51001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Adair County, Iowa(7)",19001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Adair County, Kentucky(7)",21001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Adair County, Missouri(6,10)",29001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Adair County, Oklahoma(6,10)",40001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Adams County, Idaho(6,10)",16003,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Adams County, Illinois(6,10)",17001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Adams County, Indiana(6,10)",18001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Adams County, Iowa(7)",19003,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Adams County, Mississippi(6,10)",28001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Adams County, Nebraska(6,10)",31001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Adams County, North Dakota(6,10)",38001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Adams County, Ohio(6,10)",39001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Adams County, Washington(6,10)",53001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Adams County, Wisconsin(6,10)",55001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Addison County, Vermont(6,10)",50001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Alamosa County, Colorado(6,10)",8003,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Albany County, Wyoming(6,10)",56001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Albemarle County, Virginia(6,10)",51003,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Alcona County, Michigan(6,10)",26001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Alcorn County, Mississippi(6,10)",28003,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Aleutians East Borough, Alaska(6,10)",2013,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Aleutians West Census Area, Alaska(6,10)",2016,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Alexander County, Illinois(6,10)",17003,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Alexander County, North Carolina(6,10)",37003,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Alfalfa County, Oklahoma(6,10)",40003,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Alger County, Michigan(6,10)",26003,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Allamakee County, Iowa(7)",19005,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Allegan County, Michigan(6,10)",26005,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Allegany County, Maryland(6,10)",24001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Allegany County, New York(6,10)",36003,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Alleghany County and Clifton Forge City, Virginia(6,10)",51005,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Alleghany County, North Carolina(6,10)",37005,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Allen County, Kentucky(7)",21003,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Allen Parish, Louisiana(7)",22003,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Allendale County, South Carolina(6,10)",45005,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Alpena County, Michigan(6,10)",26007,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Alpine County, California(7)",6003,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Amador County, California(7)",6005,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Amelia County, Virginia(6,10)",51007,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Amherst County, Virginia(6,10)",51009,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Amite County, Mississippi(6,10)",28005,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Anderson County, Kentucky(7)",21005,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Anderson County, Tennessee(6,10)",47001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Anderson County, Texas(6,10)",48001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Andrew County, Missouri(6,10)",29003,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Andrews County, Texas(6,10)",48003,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Androscoggin County, Maine(6,10)",23001,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Angelina County, Texas(6,10)",48005,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Anson County, North Carolina(6,10)",37007,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Antelope County, Nebraska(6,10)",31003,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Antrim County, Michigan(6,10)",26009,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
